route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
r11569444,Woro-woro de Yopougon,,woro woro : Siporex ↔ Camp militaire,,3,https://jungle-bus.github.io/unroll/route.html?line=11569444,0000ff,ffffff
r11572895,Woro-woro de Yopougon,,woro woro : Gabriel Gare ↔ Mossikro,,3,https://jungle-bus.github.io/unroll/route.html?line=11572895,0000ff,ffffff
r11573879,Woro-woro d'Abobo,,woro woro : Abobo Gare ↔ Terminus Derrière Rail,,3,https://jungle-bus.github.io/unroll/route.html?line=11573879,f5f5dc,000000
r11578622,Woro-woro de Yopougon,,woro woro : Complexe ↔ Koweit,,3,https://jungle-bus.github.io/unroll/route.html?line=11578622,0000ff,ffffff
r11580511,Woro-woro de Yopougon,,woro woro : BHCI ↔ Toit rouge Jean-Paul 2,,3,https://jungle-bus.github.io/unroll/route.html?line=11580511,0000ff,ffffff
r11580548,Woro-woro de Yopougon,,woro woro : BHCI ↔ Lama Fofana,,3,https://jungle-bus.github.io/unroll/route.html?line=11580548,0000ff,ffffff
r11581068,Woro-woro de Yopougon,,woro woro : BHCI ↔ Sapeur Pompier,,3,https://jungle-bus.github.io/unroll/route.html?line=11581068,0000ff,ffffff
r11581116,Woro-woro de Yopougon,,woro woro : Palais ↔ Toit rouge Jean-Paul 2,,3,https://jungle-bus.github.io/unroll/route.html?line=11581116,0000ff,ffffff
r11581529,Woro-woro de Yopougon,,woro woro : Camp Militaire ↔ Saguidiba,,3,https://jungle-bus.github.io/unroll/route.html?line=11581529,0000ff,ffffff
r11581693,Woro-woro de Yopougon,,woro woro : Camp Militaire ↔ Abobo Doumé,,3,https://jungle-bus.github.io/unroll/route.html?line=11581693,0000ff,ffffff
r11581772,Woro-woro de Cocody,,woro woro : Zoo ↔ Pont Soro,,3,https://jungle-bus.github.io/unroll/route.html?line=11581772,ffff00,000000
r11581798,Woro-woro de Yopougon,,woro woro : Sable nouveau goudron ↔ Mossikro,,3,https://jungle-bus.github.io/unroll/route.html?line=11581798,0000ff,ffffff
r11581822,Woro-woro de Cocody,,woro woro : Zoo ↔ Cascades,,3,https://jungle-bus.github.io/unroll/route.html?line=11581822,ffff00,000000
r11581842,Woro-woro de Yopougon,,woro woro : Sable nouveau goudron ↔ Millionnaire Antenne,,3,https://jungle-bus.github.io/unroll/route.html?line=11581842,0000ff,ffffff
r11581878,Woro-woro de Cocody,,woro woro : Zoo ↔ Zinssou,,3,https://jungle-bus.github.io/unroll/route.html?line=11581878,ffff00,000000
r11583609,Woro-woro de Yopougon,,woro woro : Sapeur Pompier ↔ Saguidiba,,3,https://jungle-bus.github.io/unroll/route.html?line=11583609,0000ff,ffffff
r11583655,Woro-woro de Yopougon,,woro woro : Palais ↔ Camp Militaire,,3,https://jungle-bus.github.io/unroll/route.html?line=11583655,0000ff,ffffff
r11583703,Woro-woro de Yopougon,,woro woro : Koweit ↔ Toit rouge Jean-Paul 2,,3,https://jungle-bus.github.io/unroll/route.html?line=11583703,0000ff,ffffff
r11583900,Woro-woro de Yopougon,,woro woro : Camp Militaire ↔ Koweit,,3,https://jungle-bus.github.io/unroll/route.html?line=11583900,0000ff,ffffff
r11588596,Woro-woro de Yopougon,,woro woro : Palais ↔ Sapeur Pompier,,3,https://jungle-bus.github.io/unroll/route.html?line=11588596,0000ff,ffffff
r11588862,Woro-woro de Yopougon,,woro woro : BHCI ↔ Complexe,,3,https://jungle-bus.github.io/unroll/route.html?line=11588862,0000ff,ffffff
r11588965,Woro-woro de Yopougon,,woro woro : Keneya ↔ Nouveau Goudron,,3,https://jungle-bus.github.io/unroll/route.html?line=11588965,0000ff,ffffff
r11589210,Woro-woro de Yopougon,,woro woro : Zone industrielle ↔ Sable nouveau groudron,,3,https://jungle-bus.github.io/unroll/route.html?line=11589210,0000ff,ffffff
r11591910,Woro-woro de Cocody,,woro woro : Gare carrefour 2 plateaux ↔ Vallon,,3,https://jungle-bus.github.io/unroll/route.html?line=11591910,ffff00,000000
r11592007,Woro-woro de Cocody,,woro woro : Gare carrefour 2 plateaux ↔ Commissariat du 12è,,3,https://jungle-bus.github.io/unroll/route.html?line=11592007,ffff00,000000
r11592064,Woro-woro d'Adjamé,,woro woro : Adjamé Liberté ↔ Saint Michel,,3,https://jungle-bus.github.io/unroll/route.html?line=11592064,008000,ffffff
r11592121,Woro-woro de Cocody,,woro woro : Zoo ↔ Opera,,3,https://jungle-bus.github.io/unroll/route.html?line=11592121,008000,ffffff
r11592212,Gbaka de Yopougon,,gbaka : Carrefour CHU ↔ Sable,,3,https://jungle-bus.github.io/unroll/route.html?line=11592212,,
r11592326,Woro-woro d'Abobo,,woro woro : Abobo Gendarmerie ↔ Terminus Derrière Rail Celeste,,3,https://jungle-bus.github.io/unroll/route.html?line=11592326,f5f5dc,000000
